3284179037499048;2012;2015;Bahia;Realidade Aumentada;REALIDADE AUMENTADA APLICADA A BIOENGENHARIA CRANIO-FACIAL: Desenvolvimento de um algoritmo de registro geométrico deformável em GPU
170862557823567;2018;Atual;Rio Grande do Sul;Realidade Aumentada;Holográficos, Sensações e Sentidos: desvelando experiências estéticas por meio de Tecnologias de Realidade Aumentada na Cyberformação com professores de matemática
170862557823567;2017;Atual;Rio Grande do Sul;Realidade Aumentada;Educação Matemática High Tech: da Cyberformação de Professores ao ensino e aprendizagem de matemática com o uso de interfaces naturais (tecnologias baseadas em gestos, sons e toque)
9261035835015495;2018;Atual;Rio Grande do Sul;Realidade Aumentada;AVAECIM
9261035835015495;2018;Atual;Rio Grande do Sul;Realidade Aumentada;AVAECIM - Ambiente Virtual de Aprendizagem Experimental em Ciências e Matemática,
9637121030877187;2011;2014;None;Realidade Aumentada;Projeto Comunidade Européia  Alfa III  - Coordenador - Alfa Gaviota: Grupos Académicos para la VIsualización Orientada por Tecnologías Apropiadas
4607042780750206;2015;2021;Minas Gerais;Realidade Aumentada;Formação histórica e educação patrimonial  em espaços educativos escolares e não escolares: tecnologias de informação, memória e História em diálogo
4339989455841703;2012;2013;Rio Grande do Sul;Realidade Aumentada;Educação formal/informal em museu através da tecnologia de Realidade Aumentada
4339989455841703;2011;2012;Rio Grande do Sul;Realidade Aumentada;Mediação na Arte: por uma experiência museológica dialógica em Realidade Aumentada
4339989455841703;2010;2011;Rio Grande do Sul;Realidade Aumentada;O estado da arte da Realidade Aumentada: abordagens teórico-práticas no ensino e aprendizagem
7909125807301431;2007;2008;Paraná;Realidade Aumentada;Aplicações Interativas Educativas utilizando Realidade Virtual e Aumentada
7835935043066010;2020;Atual;São Paulo;Realidade Aumentada;VARREDURA DIGITAL, MODELOS INTELIGENTES E REALIDADE VIRTUAL PARA DOCUMENTAÇÃO, GESTÃO E DIVULGAÇÃO DA PAISAGEM CULTURAL DA UNIDADE DE CONSERVAÇÃO PARQUE ESTADUAL ILHA ANCHIETA (PEIA)
7221692456270122;2022;Atual;Rio Grande do Sul;Realidade Aumentada;Realidade Estendida e Visualização Analítica Imersiva no apoio ao Ensino em Saúde
7221692456270122;2018;2019;Rio Grande do Sul;Realidade Aumentada;Design de Interação e Realidade Mista no Processo de Descoberta de Conhecimento na Área da Saúde
6001559184049370;2020;2021;None;Realidade Mista;Dança em Realidades Mistas: Práticas, Técnicas e Poéticas
6747210702910392;2009;2011;Bahia;Realidade Mista;Construção de Sistemas Multiagentes Reativos para controle de robôs jogadores de futebol
4903908392101557;2002;2004;Rio Grande do Norte;Realidade Mista;HYPERPRESENCE - Uma Plataforma para Ambientes de Realidade Mista
325157122452319;2009;2010;Bahia;Realidade Mista;Projeto e Implementação de melhorias nos componentes  do projeto de futebol de robôs
325157122452319;2008;2009;Bahia;Realidade Mista;Análise e implementação de melhorias no servidor de futebol de robôs para Realidade Mista
8795066026611788;2021;Atual;Minas Gerais;Realidade Mista;Interface de Realidade Mista em Hololens-2 para aprimoramento do ensino de projeto de arquitetura e urbanismo
8258852785816571;2007;2010;Santa Catarina;Realidade Mista;Visualização do manguezal para a Plataforma Multiusuário Estação Carijós
6614550860293610;2005;2006;Paraíba;Realidade Mista;GTVR - Grupo de Trabalho de Visualização Remota
6614550860293610;2004;2007;None;Realidade Mista;GIGAVR - Realidade Virtual Imersiva e Distribuída sobre Redes de Altíssima Velocidade
1562357566810393;2009;2010;None;Realidade Mista;Grupo de trabalho de Realidade Mista
1562357566810393;2003;2006;Paraíba;Realidade Mista;Projeto IC Space e Projeto Inclusão Digital
2227324756659206;2011;2015;Rio Grande do Sul;Realidade Mista;Projeto Piloto de Ambiente Imersivo Educacional com suporte a Experimentação Remota
4274277189418426;2019;2021;Santa Catarina;Realidade Mista;Experimentação de ambientes de simulação de realidade mista na formação de professores
2482007463791395;2022;Atual;Rio de Janeiro;Realidade Mista;Vivenciando o Passado: Os desafios das desigualdades globais e da inclusão digital no ensino de História
4791589931798048;2019;Atual;Rio de Janeiro;Realidade Mista;(Cientista do Nosso Estado) Novos Modelos de Interface para Aplicações Virtuais e Pervasivas em Realidade Virtual e Realidade Mista
1377022547816780;2009;2010;Bahia;Realidade Mista;Simulador de futebol de robôs na categoria Realidade Mista da Robocup
6965119196945931;2009;2011;Rio Grande do Sul;Realidade Mista;Uma Abordagem em Realidade Mista para Simulação da Dinâmica de Pedestres
4282224955491397;2018;Atual;Rio de Janeiro;Realidade Mista;Técnicas de interação e avaliação da experiência do usuário em sistemas interativos e imersivos
429575742156021;2019;Atual;Rio de Janeiro;Realidade Mista;MAPEAMENTO DO ECOSSISTEMA MR/XR NO BRASIL
1728783224542391;2000;2001;Distrito Federal;Virtual Reality;VREL - Plataforma de experimentos nas áreas de ciências utilizando RV
2259041691301555;2003;2004;Santa Catarina;Virtual Reality;Ex3 - Exploração de Exteriores Extensos (DAPE 175/2003)
9999217523842385;2023;Atual;Santa Catarina;Virtual Reality;Estudo sobre desconforto na utilização do óculos de realidade virtual
6186413528999908;2000;2000;Santa Catarina;Virtual Reality;MUSEUVIRTUAL: Ferramenta de Autoria para Criação de Museus em Realidade Virtual para apoio à Aprendizagem Colaborativa via Internet
7228783590339066;2018;2019;None;Virtual Reality;The Impact of Rehabilitation-oriented Virtual Reality Device in Patients With Ischemic Stroke
9944681520075532;2003;2006;Minas Gerais;Virtual Reality;A Percepção do Espaço Urbano de Valor Histórico Através das Novas Mídias Digitais
8529032048850930;2011;2015;São Paulo;Virtual Reality;Natural and 3D Interaction for Information Systems
8529032048850930;2000;2004;São Paulo;Virtual Reality;Desenvolvimento de um Ambiente para Visualização Tridimensional da Dinâmica de Risers
883301163870314;2003;2014;Rio de Janeiro;Virtual Reality;O Uso da Internet no Estudo da Geometria Descritiva
4877438997744133;2019;2020;None;Virtual Reality;Spatial Analysis, GIS and Digital Humanities in the Roman-Byzantine Near Eastern Archaeology. (STANFORD-U.S.)
9109602812218258;2004;2005;None;Virtual Reality;ANIMAÇÃO DOS EIXOS DE UMA MÁQUINA DE MEDIR POR COORDENADAS VIRTUAL USANDO VRML E JAVA
4093653182381054;2006;2009;Rio Grande do Sul;Virtual Reality;EDGE (cooperação CNPq/INRIA, 2006-2009)
2109581920248467;2000;2001;None;Virtual Reality;Projeto Recém Doutor
4791589931798048;2010;2014;None;Virtual Reality;Dome Virtual Reality Project
5632602851077460;2022;Atual;Pernambuco;Virtual Reality;Combining Computer Fluid Dynamics, Virtual Reality, Machine and Deep Learning for Risk and Reliability Modeling in the Process Industry
6486458354619269;2021;Atual;None;Virtual Reality;The effectiveness of virtual reality in patients with Parkinson's disease: an overview of systematic reviews.
2927011145636179;2009;2013;None;Virtual Reality;PTDC/PSI-PCO/100148/2008 - Avisos de segurança do futuro: Realidade Virtual no estudo de avisos de base tecnológica
2927011145636179;2007;2011;None;Virtual Reality;PTDC/PSI/69462/2006 - Usar a Realidade Virtual para Avaliar a Eficácia da Informação de Segurança
4137162987559085;2005;Atual;Rio Grande do Sul;Virtual Reality;EDGE : Evaluation methods, Design Guidelines and Environments for Virtual Reality and Information Visualization Techniques
683836610965593;2014;Atual;São Paulo;Virtual Reality;Efeitos do videogame Kinect no controle postural, condicionamento físico, cognição e qualidade de vida de pacientes com doença de Parkinson
5641112041037627;2020;Atual;Ceará;Blockchain;Angel: IoT e-Health Platform para monitorar e melhorar a qualidade de vida
1049090105081864;2018;Atual;São Paulo;Blockchain;As novas configurações dos mundos do trabalho e suas repercussões sociais
260303520888425;2019;Atual;Paraná;Blockchain;Aprendizado de Máquina para Detecção de Ciberataques
4512074340599645;2018;Atual;Pernambuco;Blockchain;Grupo de Pesquisa em Direito do Comércio Internacional
9844015070032232;2023;Atual;None;Blockchain;Desenvolvimento de uma plataforma para negociação de contratos e alinhamento de expectativas ao longo do desenvolvimento colaborativo de produtos com tecnologias disruptivas
353331129592565;2019;Atual;None;Blockchain;GT V4H - Video Síncrono para Teleconsultoria, Teleconsulta e Telediagnóstico em Telessaúde
2491891766759477;2019;Atual;Rio de Janeiro;Blockchain;Engenharia de Software de Sistemas Multiagentes e as Novas Demandas Tecnológicas
6534637358360971;2019;Atual;Rio de Janeiro;Blockchain;ACCRUE - SFI: Infraestrutura Avançada e Colaborativa de Pesquisa para Internet do Futuro Segura
7652960701727650;2021;2022;Bahia;Blockchain;Integração gêmeo digital e blockchain em projetos de construção
2869923054936837;2022;Atual;São Paulo;Blockchain;Aplicações do NFT nas novas tendências do atual mercado de moda digital [IC-voluntária]
5485189907016634;2022;Atual;Rio Grande do Sul;Blockchain;Chamada Universal CNPq/MCTI/FNDCT Nº 18/2021 -  Modelo de governança de rede para a adoção de tecnologias habilitadoras no contexto da indústria da saúde.
7302726381067992;2019;2020;None;Blockchain;S2LEGDES: Secret Single Leader Election on the Edge of Speed
7302726381067992;2019;Atual;None;Blockchain;Scalable Proof-of-Stake Blockchain Consensus Protocols
7302726381067992;2018;2019;None;Blockchain;Efficient Provably Secure Blockchain Protocols and Applications
3696299629938135;2021;Atual;São Paulo;Blockchain;Percepção dos gestores quanto a adoção do blockchain na cadeia de suprimentos
5486578243421803;2016;Atual;Minas Gerais;Blockchain;Automacao para Industria 4.0
8463651002688096;2020;Atual;São Paulo;Blockchain;Tecnologias Digitais em Sistemas Produtivos
8587567074814594;2019;Atual;São Paulo;Blockchain;Amazon Biobank: Blockchain as an enabling technology for the Amazon 4.0
8587567074814594;2019;Atual;São Paulo;Blockchain;USP Blockchain Research Initiative (UBRI)USP Blockchain Research Initiative (UBRI)
5941653866734201;2022;Atual;Pernambuco;Blockchain;Utilização de smart contracts em blockchain na esfera jurídica: aplicabilidade e impactos de uma rede permissionada no processo de M&A com Due Diligence.
6631267110894080;2019;Atual;Ceará;Blockchain;CUIDA: Confiabilidade e Segurança na Coleta, Armazenamento e Análise de Dados Médicos em Ambientes Computacionais
3322255992735977;2018;2018;Rio Grande do Sul;Blockchain;Utilização de Algoritmos Baseados em Blockchain para Aumento da Confiabilidade e Transparência de Sistemas de Votação Eletrônicos
1790013583930834;2019;Atual;None;Blockchain;SecHygex: Mecanismo Integrado de Autenticação, Autorização e Contabilização para Internet das Coisas em Leitos Hospitalares
1207757858897815;2020;2021;Minas Gerais;Blockchain;PLATAFORMA BLOCKCHAIN PARA RASTREAMENTO DA PRODUÇÃO E COMERCIALIZAÇÃO DO CAFÉ
4161777289889227;2017;2020;Rio Grande do Sul;Blockchain;Direito Administrativo da Regulação e Inovações Tecnológicas de ponta
6720552935529976;2018;Atual;São Paulo;Blockchain;Concorrência, Inovação e Fashion Law
5326223719623265;2017;2020;Rio de Janeiro;Blockchain;Novo Mecanismo de Contratação de Energia em uma Bolsa utilizando Blockchains e Metodologia Inovadora de Marcação a Mercado com Garantias Multilaterais
6874544707185541;2022;Atual;São Paulo;Blockchain;Venturing into the Metaverse: applications & underlying technical, economical and legal aspects
6874544707185541;2021;Atual;None;Blockchain;Segurança com confiança-zero: algoritmos, protocolos e arquiteturas
6874544707185541;2021;Atual;None;Blockchain;USP Coin
6874544707185541;2019;2020;None;Blockchain;Viabilidade da tecnologia DLT (Distributed Ledger Technology) no ecossistema de saúde do estado de São Paulo
6874544707185541;2019;Atual;None;Blockchain;USP Blockchain Research Initiative (UBRI)
4205779497458915;2022;Atual;None;Blockchain;Sistemas de Gestão e Suporte aos Veículos Elétricos Compartilhados da UFF
4205779497458915;2022;Atual;None;Blockchain;Novos Mecanismos para Gestão e Controle de Aplicações IoT com Multimídia, Segurança e Qualidade de Serviço
4205779497458915;2020;Atual;Rio de Janeiro;Blockchain;MEGACHAIN: Blockchain para Integração, Privacidade e Auditoria de Sistemas de Megacidades
4205779497458915;2020;Atual;Rio de Janeiro;Blockchain;InovaNet: Cadeia de Blocos, Inteligência Artificial e Internet das Coisas para Inovação em Redes de Computadores
4205779497458915;2020;Atual;Rio de Janeiro;Blockchain;e-Health Rio: Rede de Pesquisa e Inovação em Saúde Digital Aplicada a Doenças Crônicas Não Transmissíveis
4205779497458915;2019;Atual;Rio de Janeiro;Blockchain;Sec-IoT: Segurança de Redes Virtualizadas para Internet das Coisas
4205779497458915;2019;Atual;Rio de Janeiro;Blockchain;HealthNet: Redes e Sistemas Avançados e Seguros Aplicados à Saúde
8098209307634371;2019;2021;None;Blockchain;[Projeto Regular FAPESP:] Explorando DLTs e a inteligência computacional em IoT
7060564895078069;2019;Atual;Rio de Janeiro;Blockchain;Blockchain Aplicada ao Setor Público: Potenciais de Inovação Democrática
1243090119249735;2021;Atual;None;Blockchain;Criação de modelos testes para avaliação de Smart Contracts
4513485062469304;2021;2021;Goiás;Blockchain;Estudo sobre Digitalização e Eficiência Energética no setor de edificações no Brasil
2912504494560823;2018;2021;Alagoas;Blockchain;Prospecção Tecnológica de Assuntos específicos
2332604239081900;2020;Atual;Rio Grande do Sul;Blockchain;Projeto CAPES Telemedicina e Análise de Dados Médicos - Colaborador - MinhaSaúdeDigital: Modelo Inteligente de Blockchain para Informações de Saúde e Interação com Pacientes no âmbito da COVID-19
2328562382853560;2022;Atual;None;Blockchain;Tokens não fungíveis (NFTS): arte ou commodity
7716805104151473;2021;2021;Pernambuco;Blockchain;Análise comparativa entre as abordagens blockchain e FIDO na implementação de Verifiable Credentials
6614550860293610;2019;2021;Paraíba;Blockchain;V4H - Video Síncrono para Teleconsultoria, Teleconsulta e Telediagnóstico em Telessaúde
4531178739960001;2015;Atual;São Paulo;Blockchain;TECNOLOGIA, MOEDA E FINANÇAS: cryptocurrencies, moedas digitais de bancos centrais, stablecoins privadas
7647023564369066;2022;Atual;Santa Catarina;Blockchain;Blockchain Privada: Um Estudo de caso em uma Universidade Comunitária de SC
1095304607841635;2019;Atual;Rio de Janeiro;Blockchain;FAPERJ PRONEM 2019: MAssiSo - Modernização Assistida de Softwares Legados para Adoção de Tecnologias Disruptivas
7384745307950075;2020;2022;None;Blockchain;Sistemas de votação online baseado em blockchain
5460513027485956;2021;2021;None;Blockchain;El rol de los sistemas de control de gestión como dinamizadores de la transformación digital en las empresas de España y América Latina
9359546788802277;2021;2022;Ceará;Blockchain;Serviço e Plataforma Web de Registro e Validação de Documentos apoiados da Tecnologia Blockchain
8119785638200345;2021;Atual;None;Blockchain;Sistema confiável de monitoramento das condições dos taludes de montante das estruturas utilizando ultrassom, blockchain e machine learning
8730750961111658;2020;2021;Santa Catarina;Blockchain;PD-00063-3063/2020: Desenvolvimento de uma metodologia para análise e avaliação técnico-científica da tecnologia blockchain no setor elétrico
2199007432751774;2021;Atual;None;Blockchain;BLOCKCHAIN, CRIPTOMOEDAS E PROTEÇÃO DE DADOS:  as novas perspectivas normativas para o Direito Internacional Privado
2781747995973774;2022;Atual;Amazonas;Blockchain;Blockchain: Tecnologia, Aplicações, Consenso Distribuído e Aprendizado de Máquina
2781747995973774;2022;Atual;None;Blockchain;A Scalable and Adaptive-Resilient Blockchain
8792400749259477;2017;Atual;São Paulo;Blockchain;Novos mecanismos de consenso para blockchains
6177045546956476;2023;Atual;Rio de Janeiro;Blockchain;GT-SmartMed: Dados Médicos Distribuídos com Controle de Acesso baseado em Atributos através de Contratos Inteligentes
6177045546956476;2020;Atual;Rio de Janeiro;Blockchain;InovaNet: Cadeia de Blocos, Inteligência Artificial e Internet das Coisas para Inovação em Redes de Computadores.
6177045546956476;2020;Atual;None;Blockchain;MEGACHAIN: Blockchain para Integração, Privacidade e Auditoria de Sistemas de Megacidades.
1246085373474860;2019;Atual;Paraíba;Blockchain;Uso e Potencialidades de SmartContracts (Contratos Inteligentes)
1725477351660877;2019;Atual;None;Blockchain;SmartMed: Secure and accountable sharing of medical records using smart contracts and blockchain
2448703093928632;2019;2022;None;Blockchain;CNE - FAPERJ - SmartHealthNet - Redes e Sistemas Avançados e Seguros Aplicados a Smart Grids e Saúde
957641516282703;2019;Atual;None;Blockchain;CUIDA: Confiabilidade e Segurança na Coleta, Armazenamento e Análise de Dados Médicos em Ambientes Computacionais - CNPq - Universal 14/2018 - Faixa C
4445790203781215;2017;Atual;Rio de Janeiro;Blockchain;Blockchain Economics e Criptomoedas
658814862350187;2022;Atual;São Paulo;Blockchain;DeFi - Decentralized Finance - Criptoativos e NFTs
658814862350187;2022;Atual;São Paulo;Blockchain;Metaverso para Educação Financeira
9038113331816861;2021;Atual;None;Blockchain;Blockchain as an enabling technology for the Amazon 4.0
9038113331816861;2020;2021;Rondônia;Blockchain;Utilização de blockchain para certificação de sistema de gestão de processos e documentos eletrônicos
272608028854633;2017;2022;Minas Gerais;Blockchain;Autenticação para Circuitos Integrados e Dispositivos usando Blockchain e Funções Físicas Não-Clonáveis
638632787682079;2017;Atual;Bahia;Blockchain;Inteligência Artificial aplicada a Sistemas Financeiros
122916218414168;2021;Atual;Santa Catarina;Blockchain;Um framework para o processo de revisão de artigos científicos baseado em blockchain e smart contracts
8623512462352869;2019;Atual;Distrito Federal;Blockchain;Convergência de Tecnologias Disruptivas, Análise de Desempenho e Impactos
5220976485878526;2018;Atual;São Paulo;Blockchain;Blockchain e Datacracia
2364296914395793;2020;Atual;Rio Grande do Sul;Blockchain;MinhaSaúdeDigital: Modelo Inteligente de Blockchain para Informações de Saúde e Interação com Pacientes no âmbito da COVID-19
2212288622038633;2020;Atual;Santa Catarina;Blockchain;Uso de Testes de Aceitação como parte da Especificação de Requisitos de Smart Contracts
1058846722790485;2020;Atual;Paraná;Blockchain;Gestão inclusiva e participativa em assembleias virtuais, com garantia de participação e voto (Agenda do Banco Central/2019)
120615995402345;2020;Atual;Bahia;Blockchain;ChainID: Plataforma Universal para Gestão de Identidades através da Blockchain
120615995402345;2017;Atual;Bahia;Blockchain;BLOCKCHAIN: Teoria, Tecnologias e Aplicações
3755692723547807;2023;Atual;Amapá;Blockchain;Uso combinado da tecnologia RFID, IoT e blockchain na distribuição física de carga de alto valor agregado e na gestão e controle de ativos móveis
3145198954829457;2022;Atual;None;Blockchain;Multicast Atômico Bizantino Escalável
494751833227700;2017;Atual;São Paulo;Blockchain;Rhizom - Blockchain
8321834215728086;2019;Atual;Pernambuco;Blockchain;Transformação digital e tecnologias da Indústria 4.0: implicações para a gestão dos processos organizacionais
6123253784997703;2020;Atual;Rio Grande do Sul;Blockchain;Contabilidade e Blockchain: um olhar sobre os efeitos da adoção e uso dessa tecnologia na área contábil a partir da governança da informação e das características qualitativas da informação contábil
1630057446729066;2019;Atual;None;Blockchain;USP Blockchain Research Initiative
5984202704503148;2022;Atual;None;Blockchain;Aplicações Baseadas em Blockchain: Monitoramento, Modelos e Compromissos entre Custos e Benefícios
3644027876437753;2020;Atual;Rio Grande do Sul;Blockchain;Uso de Smart Contracts e Blockchain na Criação de Mecanismos de Monitoramento de Soluções de Integração para Garantir Acordos entre Partes e Detectar Possíveis Violações de Contratos
5417317635081894;2019;2021;None;Blockchain;E-Voting: Blockchain-based Remote Electronic Voting
9062191157466610;2015;Atual;São Paulo;Blockchain;Transformando Operações e Cadeias de Suprimentos com Tecnologias da Indústria 4.0: Eficiência, Resiliência e Sustentabilidade em Foco
3145331081780004;2017;Atual;Paraíba;Blockchain;GT-RAP: SERVIÇO DE AUTENTICAÇÃO E PRESERVAÇÃO DIGITAL DE DOCUMENTOS
4842733764531027;2022;Atual;Rio Grande do Sul;Blockchain;Plataforma de Segurança IoT para Detecção de Intrusão em Dispositivos de Borda baseada em Aprendizado Federado
7221869481508890;2018;2019;Minas Gerais;Blockchain;IFCOIN
2880668102587861;2020;2020;Ceará;Blockchain;Oportunidades e Desafios no Gerenciamento de Dados com a Tecnologia Blockchain
7926838249921187;2019;2020;Rio Grande do Norte;Blockchain;Privacidade em contratos inteligentes utilizando Rede Blockchain
3614256141054800;2019;Atual;None;Blockchain;CUIDA: Confiabilidade e Segurança na Coleta, Armazenamento eAnálise de Dados Médicos em Ambientes Computacionais
9637121030877187;2020;Atual;Rio Grande do Sul;Blockchain;Projeto CAPES Epidemias - Coordenador - MinhaSaúdeDigital:  Modelo Inteligente de Blockchain para Informações de Saúde  e Interação com Pacientes no âmbito da COVID-19
9637121030877187;2018;2021;Rio Grande do Sul;Blockchain;Projeto CNPq Bolsa DT - Coordenador - Um Modelo Interoperável e baseado em Blockchain para Prontuários Eletrônicos no âmbito do uHospital
1623033647698028;2021;Atual;Rio Grande do Sul;Blockchain;Modelo de governança de rede para a adoção de tecnologias habilitadoras no contexto da indústria da saúde
3322414202275652;2022;Atual;São Paulo;Digital Twin;Modelo de referência para o desenvolvimento de soluções de mobilidade elétrica com base em gestão de incertezas e tecnologias da Indústria 4.0
9858319665065036;2020;Atual;Rio Grande do Sul;Digital Twin;PETWIN - Whole-field Digital Twin for production optimization and management
5103490322445619;2019;2022;Paraná;Digital Twin;Chamada MCTIC/CNPq Nº 28/2018 ­ Universal/Faixa C: Proposta de um Modelo de Avaliação de Interoperabilidade Organizacional para Empresas do Setor Público e Industrial
8226406163217491;2022;Atual;None;Digital Twin;Digital Twin em turismo e patrimônio: As fortalezas de São João e Santa Cruz na entrada da Baía da Guanabara
8730750961111658;2021;2021;Santa Catarina;Digital Twin;Digital Twin Applied on PV Power Plant
6820830740393500;2019;2020;Amazonas;Digital Twin;Pesquisa e Desenvolvimento de Aplicações Industriais de Digital Twins para Cyber-Physical Systems
4019150313777291;2021;Atual;São Paulo;Digital Twin;Desenvolvimento de digital twin no contexto da Indústria 4.0
5572669840008569;2020;Atual;Paraná;Digital Twin;Sistema Inteligente de Previsão e Detecção de Falhas em Processos de Manufatura baseado no Digital Twin e Inteligência Artificial Semântica
7224163454715504;2009;2017;Rio de Janeiro;Metaverso;METARIO - Rede de pesquisa e formação docente em metaversos: desenvolvimento de competências para a docência em administração
5877338921329207;2014;2016;Rio Grande do Sul;Metaverso;Os espaços híbridos nos processos de ensinar e de aprender: a presença e a copresença no viver e conviver
5877338921329207;2012;2015;Rio Grande do Sul;Metaverso;O desenvolvimento de novas competências dos educadores da área de gestão no contexto do hibridismo tecnológico digital.
3402056676199307;2022;Atual;Minas Gerais;Metaverso;Ambientes narrativos imersivos sonoros
6708662950964;2023;Atual;None;Metaverso;AVATARES DIGITAIS DE MARCAS BRASILEIRAS EM METAVERSOS:  a percepção dos consumidores de moda sobre a corporeidade virtual
41121834612355;2009;2014;None;Metaverso;METARIO Rede de Pesquisa e Formação Docente em Metaversos: Desenvolvimento de Competências para a docência em Administração
6301625161386664;2012;2014;Rio Grande do Sul;Metaverso;Acoplamento Estrutural no Hibridismo Tecnológico Digital: desenvolvimento e inovação nas instituições de ensino para formação de gestores educacionais e educadores
6301625161386664;2010;2013;None;Metaverso;Anatomia no metaverso Second Life: uma proposta em i-Learning
8100404916721779;2019;Atual;Rio de Janeiro;Metaverso;Storytelling em Realidades Estendidas (XR)
9933939386282163;2011;2011;São Paulo;Metaverso;O conceito de game acadêmico e a exploração de puzzles em engines tridimensionais
7550820294257183;2009;2014;None;Metaverso;Projeto CAPES No. 1299/2009 - COORDENADORA - METARIO ? Rede de Pesquisa e Formação Docente em Metaversos: Desenvolvimento de Competências para  a docência em Administração
9279970444599822;2020;Atual;None;Metaverso;TRANSCENDER: METAVERSO COMO RITUAL DE MEMÓRIAS, AFETOS E RESSIGNIFICAÇÃO DA PRESENÇA
501764855693100;2013;2014;Rio Grande do Sul;Metaverso;Utilização de Ambientes Imersivos para Educação - AIEd
1736294295596552;2022;Atual;Rio Grande do Sul;Metaverso;Os modos de emergência e existência (dos híbridos) na  internet e suas novas fronteiras
2339773434595512;2013;2014;None;Metaverso;Desenvolvimento de projetos artísticos no Second Life
9716270626654261;2019;2023;Paraíba;Metaverso;Engenharia de Software Educacional
2468514648565776;2012;2014;São Paulo;Realidade Virtual;Realidade Virtual como Ferramenta na Reabilitação da Marcha de Pacientes com Vestibulopatias
824508932634550;2015;Atual;São Paulo;Realidade Virtual;Avaliação da Dor e Enfrentamento do Tratamento em Crianças Hospitalizadas com Câncer Através de um Programa com Videogame
8576347873975306;2015;2017;Distrito Federal;Realidade Virtual;Desenvolvimento de equipamentos educacionais em realidade virtual imersiva.
8576347873975306;2014;2017;Distrito Federal;Realidade Virtual;DIVERSIDADE ÉTNICO-CULTURAL E TECNOLOGIAS IMERSIVAS
4448248613510170;2019;Atual;Pernambuco;Realidade Virtual;Avaliação dos efeitos de um programa de intervenção com jogos virtuais nas funções cognitivas de crianças com queixas de dificuldades de aprendizagem
1280835655867163;2005;Atual;Paraná;Realidade Virtual;Perfil e capacitação de operadores de máquinas de colheita da madeira
7471848591836966;2022;Atual;Goiás;Realidade Virtual;Desenvolvimento de ambientes de Realidade Virtual para treinamento de operadores de subestações da Indústria de Energia Elétrica.
7471848591836966;2016;2017;Goiás;Realidade Virtual;USO DE TÉCNICAS DE REALIDADE VIRTUAL COMO FERRAMENTA COMPLEMENTAR AO ENSINO DE QUÍMICA
9801802525566177;2003;2004;São Paulo;Realidade Virtual;Aplicação de Realidade Virtual no Treinamento de Manutenção de Disjuntores de Subestações de Energia Elétrica
2141124649915751;1999;2001;Bahia;Realidade Virtual;Arquitetura e Realidade Virtual - 1999-2001 bolsa CNPq
9627705064505983;2016;Atual;Minas Gerais;Realidade Virtual;Inovação Tecnológica aplicada a reabilitação musculoesquelética
9627705064505983;2010;Atual;Minas Gerais;Realidade Virtual;Projeto e desenvolvimento de protocolos de reabilitação por meio de realidade virtual
1790662929908503;2020;2022;Minas Gerais;Realidade Virtual;DESENVOLVIMENTO DE APLICAÇÕES DA REALIDADE VIRTUAL E AUMENTADA PARA NEUROTECNOLOGIA (PIBITI 2020/012)
1790662929908503;2018;2020;Minas Gerais;Realidade Virtual;DESENVOLVIMENTO DE APLICAÇÕES DA REALIDADE VIRTUAL E AUMENTADA NA ÁREA DA SAÚDE
1790662929908503;2012;2017;Minas Gerais;Realidade Virtual;GT 411 ? PA: DESENVOLVIMENTO DE AMBIENTES VIRTUAIS, PARA CENTRO DE OPERAÇÃO DE SISTEMAS REPRESENTATIVOS DAS SUBESTAÇÕES E USINAS DA CEMIG, ASSOCIADOS A TECNOLOGIAS DE PROJEÇÃO 3D
8615127367466231;2008;2014;Paraná;Realidade Virtual;Rede BIM-Brasil ? Modelagem e representação de produto para projetos de engenharia de construção em múltiplas dimensões ? integração de sistemas
7390573927636069;1994;2002;Pernambuco;Realidade Virtual;Realidade virtual e sistemas de informação
1611789402968312;2020;Atual;Rio Grande do Sul;Realidade Virtual;Estudo de Percepção: Avaliação de Técnicas para Mitigar a Cybersickness em Ambiente de Realidade Virtual
1014904168887285;2013;Atual;None;Realidade Virtual;Ambientes de Realidade Virtual para o Ensino de Ciências
3270615314717988;2012;2015;São Paulo;Realidade Virtual;Visualização Científica em Materiais: uma proposta de apoio ao estudo de estruturas cristalinas e microestruturas
1728783224542391;1997;1998;Distrito Federal;Realidade Virtual;Oscar Niemeyer Vida e Obra
1728783224542391;1996;1996;Distrito Federal;Realidade Virtual;Imobiliária Virtual
1436864977165746;2017;Atual;None;Realidade Virtual;V-GRAD - Virtualidade aplicada à educação e GeRação de ambientes interativos e colaborativos 3d para a formação em Arquitetura e Design
2603863331633089;2011;Atual;Rio de Janeiro;Realidade Virtual;(CNPq 57.3710/2008-2) Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica (INCT-MACC)
302161120707813;2013;Atual;Rio de Janeiro;Realidade Virtual;Linguagem, Interação, Comunicação e Aprendizagem em Ambientes Virtuais Imersivos
302161120707813;2007;2012;Rio de Janeiro;Realidade Virtual;Tecnologias da Informação e da Comunicação e Realidade Virtual aplicadas a Museus - Projeto Museu Virtual
302161120707813;2006;2008;Rio de Janeiro;Realidade Virtual;Ambientes Virtuais de Aprendizagem
5194203867111923;2015;2017;Mato Grosso;Realidade Virtual;Realidade Virtual Não-imersiva e suas aplicações
